,raw_message,posttime,threadid,name,topic_url
3181,Better value than Sylvanian Families hey,2007-09-04 10:33:32+00:00,382496,Fab activity to remain sitting on the sofa while your children get wildly excited and make you feel like a superb parent,parenting
3182,"How long has he been staying at her house? She’s only been with his friend for a Few weeks??

What did he and his best friend do 4+ weeks ago for fun?",2018-10-04 22:22:26+00:00,3384981,Thinking it’s weird that DP third wheels himself,am_i_being_unreasonable
3183,"I meant the behaviour of my ex and my own! I made it sound like I have a split personality disorder now!

Am looking into impostor syndrome. Maybe I have a mild version of that. Though I do know I am doing well, it is just that I am fearful about financial stability, my son's future given he has support of only one person, my parents getting old in another country, etc etc. Since the house was burglared, I am often sensitive to being the only adult in the house it is so easy to break in. I am actually afraid of the future, I guess. I am afraid I won't manage, that I'll get ill, that I won't be able to give DS what I'd like to. This is all trivial, isn't it? I guess all people with children and a mortgage worry about these things...",2014-12-08 21:50:58+00:00,2253996,how to feel strong as a woman,relationships
3184,"Nasty piece of work getting what he deserves. Why haven’t you reported him before this, OP?",2020-03-28 19:55:37+00:00,3862688,to be laughing at my ex right now?,am_i_being_unreasonable
3185,i got out of bed on thewrong side today essbee!,2005-06-05 11:55:01+00:00,82740,which mumsnetter is the ugliest?,other_subjects
3186,"My mum to me...”Your sister is the pretty one.  You’re not pretty but there’s “something” about you...”

I was 8.",2021-02-07 10:00:50+00:00,4158544,To ask your most crippling put down from a child?,am_i_being_unreasonable
3187,"Goddamn, loads of better ideas came up while I typed my post. [grin]",2013-03-09 12:23:21+00:00,1703654,"in thinking that I need to be a bit wary of this woman, regarding my DH.",am_i_being_unreasonable
3188,"So never judge a book by its cover
Or who you gonna love by your lover
Love put me wise to her love in disguise
She had the body of a Venus
Lord, imagine my surprise
80s",2020-07-27 16:26:36+00:00,3973518,80s (or thereabouts) song lyrics thread 7,_chat
3189,"Hi Tess, how r u?",2004-09-22 21:03:11+00:00,36969,goody goody &#39;who rules the roost&#39; tonight BBC2,telly_addicts
3190,You can always use more than one thin sleeping bag to keep them warm.,2010-08-23 22:54:48+00:00,1026768,tog rated sleepsuits?,sleep
3191,"Poo, forgot please in the title, sorry!

thanks",2008-10-09 02:17:09+00:00,623690,Can someone just 100% confirm this for me?,primary
3192,"At 7 months I'd just put it down to being a phase and not much you can do about it. My two have always gone through odd periods of waking at a certain time in the night, waking early, not settling in the evening - then they just go back to normal of their own accord.

They are developing so much at that age that it could be all manner of things and you will just drive yourself mad trying to fix it!

It is annoying, it always used to coincide with planned nights out etc for me, but that's just the way it is. There'll be more parties.",2017-10-20 12:33:44+00:00,3065164,7 Month waking at 10pm,sleep
3193,... as well as BTEC Digital Media and A-level Media ,2021-03-10 19:40:29+00:00,4185785,Boarding Sixth Form Film Studies,education
3194,"feelinghappynow - I do get the point you are making on one level. Often when we go to Asda all of the disabled places are taken up and often there are a couple of people in the driver seat waiting. There is also adrop off/pick up point so I do think that people should move over there if possible.

Also think that the supermarket/traffic wardens should check blue badges a lot more as often ther are a couple of cars without any in.",2012-04-24 22:02:15+00:00,1456514,to love this disabled parking idea?,am_i_being_unreasonable
3195,"I think its quite refreshing though that there are 8 gay characters, much higher ratio than the other soaps.

Oh hope Walker doesn't get his revenge, want to see Brendan and Ste ride off into the sunset.",2013-02-01 23:56:13+00:00,1674252,Hollyoaks - catch me up please!,telly_addicts
3196,"Look, Aldi is cheap for a reason.  They employ minimum numbers of staff, (lthough the wages are pretty good for shop work)  Therefore they need the customers to cooperate a bit because less staff means that the checkouts need to operate speedily and efficiently. 
Instead of planning how to be awkward about this, could the posters who don't like it please just fuck off back to Waitrose?  If you go into Aldi determined to be the brave mumsnetter who thinks that you are standing up for some sort of principle by insisting that you pack your shopping the way you want to - you're just being a complete pain in the arse and holding up other customers who shop there because they like the shop and the way it works.
Gettit?",2011-10-25 17:57:51+00:00,1328613,"To think that you do not adhere to the packing protocol in Aldi, you should be banned?",am_i_being_unreasonable
3197,So once again Iv come to bed and my anxiety duo find are out of control ! I'm so tired but as soon as I get relaxed I get that horrible wave of anxiety in my stomach and it makes me jump then I'm wide awake again ! Does anyone else have this ? I'm so scared of these symptoms and feeling all alone,2017-02-17 00:36:54+00:00,2856561,Totally fed up of feeling like this ,feeling_depressed
3198,*Giganiticus*  I feel bad about how I must have wound my dmum up too.  I have apologised in a jokey way and she did grin.  She was also a black bagger.  She used to put it in the loft and give me one thing back for every tidy day too. [grin],2011-09-11 21:52:25+00:00,1297677,Does anybody manage to get their dc to keep their rooms tidy &lt;head EXPLODES&gt;,housekeeping
3199,Oh no. Sounds horrendous.,2017-03-28 15:00:40+00:00,2793981,Would anyone like an 'in a chain' support group? (2),property
3200,I miss Zara <sobs>,2012-10-04 16:08:37+00:00,1570917,Doctors Addicts Anonymous Continued - TBFE sees a SDTP wearing a waterfall cardigan and thinks 'WTF?',telly_addicts
3201,"I definitely have an additional pudding stomach. 

Go Jins! We'd best get on with dancing and carousing before you have to put your [[http://www.solarnavigator.net/history/explorers_history/florence_nightingale_lady_of_the_lamp.jpg professional face]] on.

<Ruminates, unctuously> ",2011-02-16 10:57:13+00:00,1128530,"to say that you've gorn and done it again, IPOAT?",am_i_being_unreasonable
